csv_row_index,symbol,trade_type,first_message_timestamp,capital_before,capital_after,trade_amount,position_size,entry_price,entry_time,exit_price,exit_time,exit_reason,initial_profit_target_pct,final_profit_target_pct,target_extensions,stop_loss_pct,trailing_stop_pct,highest_price,highest_profit_pct,trailing_stop_price,hold_time_hours,hold_time_minutes,pnl_percent,pnl_amount,max_hold_hours,data_points_used,total_data_points,trade_log,error
100,ARC,TRAILING_LONG,2025-01-03 09:09:05+00:00,2504.1100902250723,2504.1100902250723,2504.1100902250723,7582.238509734973,0.33026,2025-01-03T09:10:00+00:00,0.33026,2025-01-03T09:15:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.33299,0.83,0.33026,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
101,SWARMS,TRAILING_LONG,2025-01-06 09:01:54+00:00,2504.1100902250723,2504.1100902250723,2504.1100902250723,7297.208562259798,0.34316,2025-01-06T09:05:00+00:00,0.34316,2025-01-06T09:15:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.35341,2.99,0.34316,0.17,10.0,0.0,0.0,1.0,3.0,576.0,[],
102,COOKIE,TRAILING_LONG,2025-01-07 08:03:00+00:00,2504.1100902250723,2879.726603758833,2504.1100902250723,4568.710254013998,0.5481,2025-01-07T08:05:00+00:00,0.630315,2025-01-07T08:55:00+00:00,profit_target,15.0,15.0,0.0,2.0,5.0,0.6922,26.29,0.65759,0.83,50.0,15.0,375.62,1.0,11.0,576.0,[],
103,ALCH,TRAILING_LONG,2025-01-07 08:05:00+00:00,2879.726603758833,3311.6855943226574,2879.726603758833,16893.855472010047,0.17046,2025-01-07T08:05:00+00:00,0.19602899999999998,2025-01-07T08:55:00+00:00,profit_target,15.0,15.0,0.0,2.0,5.0,0.21255,24.69,0.20192249999999998,0.83,50.0,15.0,431.96,1.0,11.0,577.0,[],
104,SONIC,TRAILING_LONG,2025-01-07 12:55:14+00:00,3311.6855943226574,3373.6532241303785,3311.6855943226574,4129.798720941087,0.8019,2025-01-07T13:00:00+00:00,0.816905,2025-01-07T13:05:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.8599,7.23,0.816905,0.08,5.0,1.87,61.97,1.0,2.0,576.0,[],
105,AVAAI,TRAILING_LONG,2025-01-08 08:01:08+00:00,3373.6532241303785,3879.701207749935,3373.6532241303785,18403.083264948604,0.18332,2025-01-08T10:00:00+00:00,0.210818,2025-01-08T10:05:00+00:00,profit_target,15.0,15.0,0.0,2.0,5.0,0.21375,16.6,0.20306249999999998,0.08,5.0,15.0,506.05,1.0,2.0,553.0,[],
106,REX,TRAILING_LONG,2025-01-09 08:02:19+00:00,3879.701207749935,4461.6563889124245,3879.701207749935,90710.80682136859,0.04277,2025-01-09T10:00:00+00:00,0.0491855,2025-01-09T10:05:00+00:00,profit_target,15.0,15.0,0.0,2.0,5.0,0.05372,25.6,0.051033999999999996,0.08,5.0,15.0,581.96,1.0,2.0,553.0,[],
107,FLOCK,TRAILING_LONG,2025-01-09 08:02:19+00:00,4461.6563889124245,4803.445790133999,4461.6563889124245,14259.048861976427,0.3129,2025-01-09T10:00:00+00:00,0.33687,2025-01-09T10:15:00+00:00,trailing_stop,15.0,25.0,1.0,2.0,5.0,0.3546,13.33,0.33687,0.25,15.0,7.66,341.79,1.0,4.0,553.0,"[{'time': '2025-01-09T10:15:00+00:00', 'price': 0.3546, 'action': 'target_extended', 'old_target': 15.0, 'new_target': 25.0, 'current_profit': 13.326941514860982}]",
108,CGPT,TRAILING_LONG,2025-01-10 11:04:35+00:00,4803.445790133999,4803.445790133999,4803.445790133999,14348.06676066073,0.33478,2025-01-10T11:05:00+00:00,0.33478,2025-01-10T11:10:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.33663,0.55,0.33478,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
109,ALU,TRAILING_LONG,2025-01-14 08:02:04+00:00,4803.445790133999,5190.341964172069,4803.445790133999,30902.25032252959,0.15544,2025-01-14T10:00:00+00:00,0.16796,2025-01-14T10:10:00+00:00,trailing_stop,15.0,25.0,1.0,2.0,5.0,0.1768,13.74,0.16796,0.17,10.0,8.05,386.9,1.0,3.0,553.0,"[{'time': '2025-01-14T10:05:00+00:00', 'price': 0.17576, 'action': 'target_extended', 'old_target': 15.0, 'new_target': 25.0, 'current_profit': 13.072568193515185}]",
110,S,TRAILING_LONG,2025-01-15 09:04:58+00:00,5190.341964172069,5190.341964172069,5190.341964172069,7167.990559552644,0.7241,2025-01-15T09:10:00+00:00,0.7241,2025-01-15T09:15:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.751,3.71,0.7241,0.08,5.0,0.0,0.0,1.0,2.0,575.0,[],
111,VR,,2025-01-16 09:56:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
112,DUCK,TRAILING_LONG,2025-01-16 10:38:28+00:00,5190.341964172069,5190.341964172069,5190.341964172069,424985.0130330033,0.012213,2025-01-16T10:45:00+00:00,0.012213,2025-01-16T10:50:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.012431,1.78,0.012213,0.08,5.0,0.0,0.0,1.0,2.0,575.0,[],
113,W,,2025-01-17 08:00:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
114,PIPPIN,TRAILING_LONG,2025-01-17 09:37:28+00:00,5190.341964172069,5190.341964172069,5190.341964172069,28661.670794478265,0.18109,2025-01-17T09:40:00+00:00,0.18109,2025-01-17T09:45:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.18932,4.54,0.18109,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
115,SOLV,TRAILING_LONG,2025-01-17 10:32:19+00:00,5190.341964172069,5493.366027745061,5190.341964172069,35457.999481978884,0.14638,2025-01-17T10:35:00+00:00,0.154926,2025-01-17T10:40:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.16308,11.41,0.154926,0.08,5.0,5.84,303.02,1.0,2.0,576.0,[],
116,NC,TRAILING_LONG,2025-01-17 10:40:04+00:00,5493.366027745061,5624.112589011476,5493.366027745061,26806.060741448597,0.20493,2025-01-17T10:45:00+00:00,0.20980749999999998,2025-01-17T10:55:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.22085,7.77,0.20980749999999998,0.17,10.0,2.38,130.75,1.0,3.0,576.0,[],
117,TRUMP,,2025-01-18 13:27:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
118,MELANIA,TRAILING_LONG,2025-01-20 05:22:08+00:00,5624.112589011476,5511.630337231247,5624.112589011476,521.8625395760859,10.777,2025-01-20T05:25:00+00:00,10.561459999999999,2025-01-20T05:30:00+00:00,stop_loss,15.0,25.0,1.0,2.0,5.0,12.246,13.63,11.6337,0.08,5.0,-2.0,-112.48,1.0,2.0,576.0,"[{'time': '2025-01-20T05:30:00+00:00', 'price': 12.246, 'action': 'target_extended', 'old_target': 15.0, 'new_target': 25.0, 'current_profit': 13.630880579010867}]",
119,WAXP,,2025-01-22 09:00:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
120,BUZZ,,2025-01-22 09:58:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
121,J,TRAILING_LONG,2025-01-22 12:03:55+00:00,5511.630337231247,5511.630337231247,5511.630337231247,8294.402313365308,0.6645,2025-01-22T12:05:00+00:00,0.6645,2025-01-22T12:10:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.6847,3.04,0.6645,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
122,VINE,,2025-01-23 11:52:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
123,ANIME,TRAILING_LONG,2025-01-23 14:28:08+00:00,5511.630337231247,5401.397730486622,5511.630337231247,55870.5558766472,0.09865,2025-01-23T14:30:00+00:00,0.096677,2025-01-23T14:35:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.1,1.37,0.09865,0.08,5.0,-2.0,-110.23,1.0,2.0,576.0,[],
124,PLUME,TRAILING_LONG,2025-01-24 09:24:35+00:00,5401.397730486622,5401.397730486622,5401.397730486622,40857.774058143885,0.1322,2025-01-24T09:25:00+00:00,0.1322,2025-01-24T09:30:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.13498,2.1,0.1322,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
125,MICHI,TRAILING_LONG,2025-01-26 09:31:55+00:00,5401.397730486622,5293.3697758768885,5401.397730486622,59005.87426793339,0.09154,2025-01-27T10:00:00+00:00,0.08970919999999999,2025-01-27T10:05:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.09154,0.0,0.09154,0.08,5.0,-2.0,-108.03,1.0,2.0,283.0,[],
126,VVV,,2025-01-28 04:49:58+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
127,BERA,TRAILING_LONG,2025-02-05 12:51:42+00:00,5293.3697758768885,5187.50238035935,5293.3697758768885,458.0624589716934,11.556,2025-02-06T13:35:00+00:00,11.324879999999999,2025-02-06T13:40:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,12.41,7.39,11.7895,0.08,5.0,-2.0,-105.87,1.0,2.0,576.0,[],
128,BERA,TRAILING_LONG,2025-02-06 13:32:18+00:00,5187.50238035935,5083.752332752163,5187.50238035935,448.9012097922595,11.556,2025-02-06T13:35:00+00:00,11.324879999999999,2025-02-06T13:40:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,12.41,7.39,11.7895,0.08,5.0,-2.0,-103.75,1.0,2.0,576.0,[],
129,TSTBSC,,2025-02-09 11:37:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
130,ELON,,2025-02-10 09:49:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
131,XDC,,2025-02-10 10:01:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
132,SOLAYER,TRAILING_LONG,2025-02-11 14:22:19+00:00,5083.752332752163,4982.077286097119,5083.752332752163,4979.189356270484,1.021,2025-02-11T14:50:00+00:00,1.0005799999999998,2025-02-11T14:55:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,1.021,0.0,1.021,0.08,5.0,-2.0,-101.68,1.0,2.0,571.0,[],
133,B3,TRAILING_LONG,2025-02-12 10:33:27+00:00,4982.077286097119,4882.4357403751765,4982.077286097119,414378.88098620303,0.012023,2025-02-12T10:35:00+00:00,0.011782540000000001,2025-02-12T10:40:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.012079,0.47,0.012023,0.08,5.0,-2.0,-99.64,1.0,2.0,576.0,[],
134,RONIN,TRAILING_LONG,2025-02-13 07:37:49+00:00,4882.4357403751765,4882.4357403751765,4882.4357403751765,3980.78739533239,1.2265,2025-02-13T07:40:00+00:00,1.2265,2025-02-13T07:45:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,1.2303,0.31,1.2265,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
135,IP,TRAILING_LONG,2025-02-13 09:35:25+00:00,4882.4357403751765,4784.787025567673,4882.4357403751765,2009.2328149692082,2.43,2025-02-13T09:40:00+00:00,2.3814,2025-02-13T09:45:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,2.43,0.0,2.43,0.08,5.0,-2.0,-97.65,1.0,2.0,576.0,[],
136,HEI,TRAILING_LONG,2025-02-14 09:53:44+00:00,4784.787025567673,4784.787025567673,4784.787025567673,5983.227492269192,0.7997,2025-02-14T09:55:00+00:00,0.7997,2025-02-14T10:00:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.8144,1.84,0.7997,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
137,JAILSTOOL,,2025-02-14 10:28:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
138,BROCCOLI,TRAILING_LONG,2025-02-14 12:29:59+00:00,4784.787025567673,5502.505079402823,4784.787025567673,31007.627668768535,0.15431,2025-02-14T12:35:00+00:00,0.1774565,2025-02-14T12:40:00+00:00,profit_target,15.0,15.0,0.0,2.0,5.0,0.1795,16.32,0.17052499999999998,0.08,5.0,15.0,717.72,1.0,2.0,575.0,[],
139,SHELL,TRAILING_LONG,2025-02-17 08:24:19+00:00,5502.505079402823,5392.454977814766,5502.505079402823,9436.640506607484,0.5831,2025-02-17T08:30:00+00:00,0.5714379999999999,2025-02-17T08:35:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.5831,0.0,0.5831,0.08,5.0,-2.0,-110.05,1.0,2.0,575.0,[],
140,GPS,TRAILING_LONG,2025-02-18 08:29:30+00:00,5392.454977814766,5284.6058782584705,5392.454977814766,46768.90700619918,0.1153,2025-02-18T08:35:00+00:00,0.112994,2025-02-18T08:40:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.1153,0.0,0.1153,0.08,5.0,-2.0,-107.85,1.0,2.0,575.0,[],
141,AVL,TRAILING_LONG,2025-02-20 10:57:00+00:00,5284.6058782584705,5178.913760693301,5284.6058782584705,17146.67708714624,0.3082,2025-02-20T11:00:00+00:00,0.30203599999999997,2025-02-20T11:05:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.3082,0.0,0.3082,0.08,5.0,-2.0,-105.69,1.0,2.0,576.0,[],
142,KAITO,TRAILING_LONG,2025-02-20 13:35:09+00:00,5178.913760693301,5187.046949515014,5178.913760693301,4701.2652148632005,1.1016,2025-02-20T13:40:00+00:00,1.10333,2025-02-20T13:55:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,1.1614,5.43,1.10333,0.25,15.0,0.16,8.13,1.0,4.0,576.0,[],
143,CPOOL,TRAILING_LONG,2025-03-06 10:26:08+00:00,5187.046949515014,5083.306010524713,5187.046949515014,29485.260058634685,0.17592,2025-03-06T10:30:00+00:00,0.1724016,2025-03-06T10:35:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.17592,0.0,0.17592,0.08,5.0,-2.0,-103.74,1.0,2.0,576.0,[],
144,XTER,,2025-03-06 10:36:49+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
145,RED,TRAILING_LONG,2025-03-06 13:35:25+00:00,5083.306010524713,4981.639890314219,5083.306010524713,7110.513373233618,0.7149,2025-03-06T13:40:00+00:00,0.700602,2025-03-06T13:45:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.7255,1.48,0.7149,0.08,5.0,-2.0,-101.67,1.0,2.0,576.0,[],
146,ROAM,TRAILING_LONG,2025-03-07 07:30:30+00:00,4981.639890314219,4981.639890314219,4981.639890314219,13753.837355919984,0.3622,2025-03-07T10:00:00+00:00,0.3622,2025-03-07T10:05:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.3678,1.55,0.3622,0.08,5.0,0.0,0.0,1.0,2.0,547.0,[],
147,SERAPH,TRAILING_LONG,2025-03-11 08:25:47+00:00,4981.639890314219,4981.639890314219,4981.639890314219,34266.33574297853,0.14538,2025-03-11T08:30:00+00:00,0.14538,2025-03-11T08:35:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.14731,1.33,0.14538,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
148,ELX,TRAILING_LONG,2025-03-12 07:02:01+00:00,4981.639890314219,4882.007092507934,4981.639890314219,9479.809496316308,0.5255,2025-03-12T10:00:00+00:00,0.51499,2025-03-12T10:05:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.536,2.0,0.5255,0.08,5.0,-2.0,-99.63,1.0,2.0,541.0,[],
149,BMT,TRAILING_LONG,2025-03-13 08:40:18+00:00,4882.007092507934,4784.366950657775,4882.007092507934,58628.642878683015,0.08327,2025-03-13T08:50:00+00:00,0.0816046,2025-03-13T08:55:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.08327,0.0,0.08327,0.08,5.0,-2.0,-97.64,1.0,2.0,575.0,[],
150,VIC,,2025-03-13 08:55:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
151,EPIC,TRAILING_LONG,2025-03-14 08:25:47+00:00,4784.366950657775,4784.366950657775,4784.366950657775,3158.6234572243848,1.5147,2025-03-14T08:30:00+00:00,1.5147,2025-03-14T08:35:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,1.5903,4.99,1.5147,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
152,MUBARAK,TRAILING_LONG,2025-03-17 07:59:49+00:00,4784.366950657775,4688.679611644619,4784.366950657775,38733.54072747551,0.12352,2025-03-17T08:05:00+00:00,0.12104960000000001,2025-03-17T08:15:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.12981,5.09,0.12352,0.17,10.0,-2.0,-95.69,1.0,3.0,575.0,[],
153,FORM,TRAILING_LONG,2025-03-19 10:03:48+00:00,4688.679611644619,4594.906019411727,4688.679611644619,2516.1959920814743,1.8634,2025-03-19T10:05:00+00:00,1.8261319999999999,2025-03-19T10:10:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,1.8917,1.52,1.8634,0.08,5.0,-2.0,-93.77,1.0,2.0,576.0,[],
154,TUT,,2025-03-19 10:05:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
155,BR,TRAILING_LONG,2025-03-20 13:32:48+00:00,4594.906019411727,4503.007899023492,4594.906019411727,30778.39118100159,0.14929,2025-03-20T13:35:00+00:00,0.1463042,2025-03-20T13:40:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.15371,2.96,0.14929,0.08,5.0,-2.0,-91.9,1.0,2.0,576.0,[],
156,SIREN,TRAILING_LONG,2025-03-22 03:25:38+00:00,4503.007899023492,4503.007899023492,4503.007899023492,53208.17557631446,0.08463,2025-03-22T03:30:00+00:00,0.08463,2025-03-22T03:35:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.08653,2.25,0.08463,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
157,NIL,TRAILING_LONG,2025-03-24 13:32:34+00:00,4503.007899023492,4412.947741043023,4503.007899023492,5544.210661196124,0.8122,2025-03-24T13:35:00+00:00,0.795956,2025-03-24T13:40:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.8122,0.0,0.8122,0.08,5.0,-2.0,-90.06,1.0,2.0,576.0,[],
158,PARTI,TRAILING_LONG,2025-03-25 13:18:28+00:00,4412.947741043023,4413.675950241214,4412.947741043023,13240.167239853054,0.3333,2025-03-25T13:20:00+00:00,0.33335499999999996,2025-03-25T13:30:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.3509,5.28,0.33335499999999996,0.17,10.0,0.02,0.73,1.0,3.0,576.0,[],
159,WAL,,2025-03-27 10:27:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
160,BANANAS31,TRAILING_LONG,2025-03-28 09:48:35+00:00,4413.675950241214,4413.675950241214,4413.675950241214,788719.7909651919,0.005596,2025-03-28T09:50:00+00:00,0.005596,2025-03-28T09:55:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.005674,1.39,0.005596,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
161,GUN,TRAILING_LONG,2025-03-31 13:21:29+00:00,4413.675950241214,4325.40243123639,4413.675950241214,41493.61615343813,0.10637,2025-03-31T13:25:00+00:00,0.1042426,2025-03-31T13:30:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.11045,3.84,0.10637,0.08,5.0,-2.0,-88.27,1.0,2.0,576.0,[],
162,XAUT,,2025-04-03 11:45:33+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
163,MLN,TRAILING_LONG,2025-04-09 08:26:18+00:00,4325.40243123639,4325.40243123639,4325.40243123639,475.78950954090755,9.091,2025-04-09T08:45:00+00:00,9.091,2025-04-09T08:55:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,9.404,3.44,9.091,0.17,10.0,0.0,0.0,1.0,3.0,573.0,[],
164,BABY,TRAILING_LONG,2025-04-10 10:27:46+00:00,4325.40243123639,4238.894382611662,4325.40243123639,48065.36761013879,0.08999,2025-04-10T10:30:00+00:00,0.0881902,2025-04-10T10:35:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.08999,0.0,0.08999,0.08,5.0,-2.0,-86.51,1.0,2.0,576.0,[],
165,PROMPT,TRAILING_LONG,2025-04-10 14:17:46+00:00,4238.894382611662,4154.116494959429,4238.894382611662,25376.522884408896,0.16704,2025-04-10T14:25:00+00:00,0.1636992,2025-04-10T14:30:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.17105,2.4,0.16704,0.08,5.0,-2.0,-84.78,1.0,2.0,575.0,[],
166,PUMP,,2025-04-11 08:12:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
167,RFC,TRAILING_LONG,2025-04-14 07:48:22+00:00,4154.116494959429,4154.116494959429,4154.116494959429,36060.03901874504,0.1152,2025-04-14T08:00:00+00:00,0.1152,2025-04-14T08:10:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.12063,4.71,0.1152,0.17,10.0,0.0,0.0,1.0,3.0,574.0,[],
168,KERNEL,TRAILING_LONG,2025-04-14 12:25:04+00:00,4154.116494959429,4265.665622569868,4154.116494959429,12264.884838970855,0.3387,2025-04-14T12:30:00+00:00,0.34779499999999997,2025-04-14T12:40:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.3661,8.09,0.34779499999999997,0.17,10.0,2.69,111.55,1.0,3.0,576.0,[],
169,WCT,,2025-04-15 11:47:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
170,FHE,TRAILING_LONG,2025-04-16 10:29:24+00:00,4265.665622569868,4265.665622569868,4265.665622569868,66165.12521436122,0.06447,2025-04-16T10:45:00+00:00,0.06447,2025-04-16T10:55:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.06548,1.57,0.06447,0.17,10.0,0.0,0.0,1.0,3.0,573.0,[],
171,STO,TRAILING_LONG,2025-04-16 10:31:21+00:00,4265.665622569868,4370.918509761448,4265.665622569868,41767.01872681747,0.10213,2025-04-16T10:45:00+00:00,0.10465,2025-04-16T11:45:00+00:00,time_limit,15.0,15.0,0.0,2.0,5.0,0.10608,3.87,0.10213,1.0,60.0,2.47,105.25,1.0,13.0,574.0,[],
172,EPT,TRAILING_LONG,2025-04-21 12:43:24+00:00,4370.918509761448,4283.500139566219,4370.918509761448,224034.77753774723,0.01951,2025-04-21T12:50:00+00:00,0.0191198,2025-04-21T12:55:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.01951,0.0,0.01951,0.08,5.0,-2.0,-87.42,1.0,2.0,575.0,[],
173,HYPER,TRAILING_LONG,2025-04-22 12:16:36+00:00,4283.500139566219,4197.8301367748945,4283.500139566219,17781.23760716571,0.2409,2025-04-22T12:25:00+00:00,0.236082,2025-04-22T12:30:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.2573,6.81,0.24443499999999996,0.08,5.0,-2.0,-85.67,1.0,2.0,575.0,[],
174,INIT,TRAILING_LONG,2025-04-24 11:23:20+00:00,4197.8301367748945,4113.873534039397,4197.8301367748945,6282.295924535909,0.6682,2025-04-24T11:25:00+00:00,0.654836,2025-04-24T11:30:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.6687,0.07,0.6682,0.08,5.0,-2.0,-83.96,1.0,2.0,576.0,[],
175,OBT,TRAILING_LONG,2025-04-25 10:48:35+00:00,4113.873534039397,4113.873534039397,4113.873534039397,309313.79955183435,0.0133,2025-04-25T11:00:00+00:00,0.0133,2025-04-25T11:05:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.01337,0.53,0.0133,0.08,5.0,0.0,0.0,1.0,2.0,574.0,[],
176,ZORA,,2025-04-25 11:08:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
177,DARK,TRAILING_LONG,2025-04-27 07:05:05+00:00,4113.873534039397,4031.596063358609,4113.873534039397,118112.93522938262,0.03483,2025-04-27T07:10:00+00:00,0.0341334,2025-04-27T07:15:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.03483,0.0,0.03483,0.08,5.0,-2.0,-82.28,1.0,2.0,576.0,[],
178,CLANKER,TRAILING_LONG,2025-04-28 10:43:56+00:00,4031.596063358609,3950.964142091437,4031.596063358609,95.71690558781124,42.12,2025-04-28T10:50:00+00:00,41.2776,2025-04-28T10:55:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,42.12,0.0,42.12,0.08,5.0,-2.0,-80.63,1.0,2.0,575.0,[],
179,SIGN,TRAILING_LONG,2025-04-28 11:17:06+00:00,3950.964142091437,3871.9448592496083,3950.964142091437,51052.64429631008,0.07739,2025-04-28T11:20:00+00:00,0.0758422,2025-04-28T11:25:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.08086,4.48,0.07739,0.08,5.0,-2.0,-79.02,1.0,2.0,576.0,[],
180,PUNDIX,TRAILING_LONG,2025-04-30 11:53:25+00:00,3871.9448592496083,3871.9448592496083,3871.9448592496083,7341.571595088374,0.5274,2025-04-30T12:00:00+00:00,0.5274,2025-04-30T12:05:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.5355,1.54,0.5274,0.08,5.0,0.0,0.0,1.0,2.0,575.0,[],
181,HAEDAL,TRAILING_LONG,2025-04-30 11:56:51+00:00,3871.9448592496083,4452.736588137049,3871.9448592496083,48278.61420510734,0.0802,2025-04-30T12:05:00+00:00,0.09222999999999998,2025-04-30T12:10:00+00:00,profit_target,15.0,15.0,0.0,2.0,5.0,0.09773,21.86,0.0928435,0.08,5.0,15.0,580.79,1.0,2.0,575.0,[],
182,GORK,TRAILING_LONG,2025-05-05 10:32:05+00:00,4452.736588137049,4363.681856374308,4452.736588137049,62856.247715091034,0.07084,2025-05-05T10:35:00+00:00,0.0694232,2025-05-05T10:40:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.07272,2.65,0.07084,0.08,5.0,-2.0,-89.05,1.0,2.0,576.0,[],
183,MILK,TRAILING_LONG,2025-05-06 11:29:54+00:00,4363.681856374308,4389.755308130238,4363.681856374308,36213.12743879094,0.1205,2025-05-06T11:40:00+00:00,0.12121999999999998,2025-05-06T12:00:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.1276,5.89,0.12121999999999998,0.33,20.0,0.6,26.07,1.0,5.0,574.0,[],
184,OBOL,TRAILING_LONG,2025-05-07 11:34:45+00:00,4389.755308130238,4301.960201967633,4389.755308130238,12063.08136336971,0.3639,2025-05-07T11:45:00+00:00,0.356622,2025-05-07T11:50:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.3639,0.0,0.3639,0.08,5.0,-2.0,-87.8,1.0,2.0,574.0,[],
185,BANK,TRAILING_LONG,2025-05-08 09:04:26+00:00,4301.960201967633,4301.960201967633,4301.960201967633,77082.24694441199,0.05581,2025-05-08T09:10:00+00:00,0.05581,2025-05-08T09:15:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.05714,2.38,0.05581,0.08,5.0,0.0,0.0,1.0,2.0,575.0,[],
186,SXT,,2025-05-08 13:23:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
