csv_row_index,symbol,trade_type,first_message_timestamp,capital_before,capital_after,trade_amount,position_size,entry_price,entry_time,exit_price,exit_time,exit_reason,initial_profit_target_pct,final_profit_target_pct,target_extensions,stop_loss_pct,trailing_stop_pct,highest_price,highest_profit_pct,trailing_stop_price,hold_time_hours,hold_time_minutes,pnl_percent,pnl_amount,max_hold_hours,data_points_used,total_data_points,trade_log,error
79,F,TRAILING_LONG,2024-12-06 10:41:04+00:00,2385.7931597516354,2505.3279094932277,2385.7931597516354,23342.07181050421,0.10221,2024-12-06T10:45:00+00:00,0.107331,2024-12-06T10:50:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.11298,10.54,0.107331,0.08,5.0,5.01,119.53,1.0,2.0,576.0,[],
80,ACX,TRAILING_LONG,2024-12-06 10:43:06+00:00,2505.3279094932277,2505.3279094932277,2505.3279094932277,1770.2995403428686,1.4152,2024-12-06T10:45:00+00:00,1.4152,2024-12-06T10:50:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,1.4374,1.57,1.4152,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
81,MOVE,TRAILING_LONG,2024-12-09 12:31:04+00:00,2505.3279094932277,2455.221351303363,2505.3279094932277,3644.1133228992403,0.6875,2024-12-09T12:35:00+00:00,0.67375,2024-12-09T12:40:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.6875,0.0,0.6875,0.08,5.0,-2.0,-50.11,1.0,2.0,576.0,[],
82,GIGA,TRAILING_LONG,2024-12-12 09:51:27+00:00,2455.221351303363,2455.221351303363,2455.221351303363,35175.090992884856,0.0698,2024-12-12T09:55:00+00:00,0.0698,2024-12-12T10:00:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.07204,3.21,0.0698,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
83,URO,,2024-12-13 10:13:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
84,VELODROME,,2024-12-13 10:14:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
85,SEND,TRAILING_LONG,2024-12-13 10:16:09+00:00,2455.221351303363,2455.221351303363,2455.221351303363,915.3076913597387,2.6824,2024-12-13T10:20:00+00:00,2.6824,2024-12-13T10:30:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,2.7397,2.14,2.6824,0.17,10.0,0.0,0.0,1.0,3.0,576.0,[],
86,AVA,TRAILING_LONG,2024-12-16 10:40:05+00:00,2455.221351303363,2406.1169242772953,2455.221351303363,1061.6255248425489,2.3127,2024-12-16T10:45:00+00:00,2.2664459999999997,2024-12-16T10:55:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,2.3127,0.0,2.3127,0.17,10.0,-2.0,-49.1,1.0,3.0,576.0,[],
87,VANA,,2024-12-16 12:10:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
88,PENGU,TRAILING_LONG,2024-12-17 14:52:04+00:00,2406.1169242772953,2357.994585791749,2406.1169242772953,59823.89170256826,0.04022,2024-12-17T14:55:00+00:00,0.039415599999999995,2024-12-17T15:00:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.04022,0.0,0.04022,0.08,5.0,-2.0,-48.12,1.0,2.0,576.0,[],
89,BLUE,,2024-12-18 09:07:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
90,AIXBT,TRAILING_LONG,2024-12-20 09:07:07+00:00,2357.994585791749,2357.994585791749,2357.994585791749,9870.215930480323,0.2389,2024-12-20T09:10:00+00:00,0.2389,2024-12-20T09:15:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.2395,0.25,0.2389,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
91,NS,TRAILING_LONG,2024-12-20 09:08:09+00:00,2357.994585791749,2357.994585791749,2357.994585791749,11644.417707613575,0.2025,2024-12-20T09:10:00+00:00,0.2025,2024-12-20T09:15:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.2044,0.94,0.2025,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
92,GRIFFAIN,TRAILING_LONG,2024-12-20 09:09:11+00:00,2357.994585791749,2310.8346940759143,2357.994585791749,13986.562582547893,0.16859,2024-12-20T09:10:00+00:00,0.16521819999999998,2024-12-20T09:15:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.16938,0.47,0.16859,0.08,5.0,-2.0,-47.16,1.0,2.0,576.0,[],
93,FARTCOIN,TRAILING_LONG,2024-12-20 09:24:25+00:00,2310.8346940759143,2264.618000194396,2310.8346940759143,2273.548498697279,1.0164,2024-12-20T09:25:00+00:00,0.996072,2024-12-20T09:30:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,1.0164,0.0,1.0164,0.08,5.0,-2.0,-46.22,1.0,2.0,576.0,[],
94,ZENT,,2024-12-23 09:37:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
95,HIVE,TRAILING_LONG,2024-12-23 11:01:55+00:00,2264.618000194396,2264.618000194396,2264.618000194396,6185.790768080841,0.3661,2024-12-23T11:05:00+00:00,0.3661,2024-12-23T11:10:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.3668,0.19,0.3661,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
96,SOLO,TRAILING_LONG,2024-12-25 09:02:01+00:00,2264.618000194396,2555.2143777806864,2264.618000194396,5728.8590948504825,0.3953,2024-12-26T10:00:00+00:00,0.44602499999999995,2024-12-26T11:00:00+00:00,trailing_stop,15.0,25.0,1.0,2.0,5.0,0.4695,18.77,0.44602499999999995,1.0,60.0,12.83,290.6,1.0,13.0,277.0,"[{'time': '2024-12-26T10:20:00+00:00', 'price': 0.4515, 'action': 'target_extended', 'old_target': 15.0, 'new_target': 25.0, 'current_profit': 14.217050341512783}]",
97,AI16Z,TRAILING_LONG,2024-12-30 08:30:44+00:00,2555.2143777806864,2555.2143777806864,2555.2143777806864,1938.5588178292135,1.3181,2024-12-30T08:35:00+00:00,1.3181,2024-12-30T08:40:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,1.3415,1.78,1.3181,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
98,ZEREBRO,,2024-12-30 08:31:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
99,FUEL,TRAILING_LONG,2024-12-31 13:13:19+00:00,2555.2143777806864,2504.1100902250723,2555.2143777806864,35563.17853556975,0.07185,2024-12-31T13:15:00+00:00,0.07041299999999999,2024-12-31T13:20:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.07185,0.0,0.07185,0.08,5.0,-2.0,-51.1,1.0,2.0,576.0,[],
