capital,pnl_amount,pnl_percent,trade_number
2300.0,300.0,14.999999999999991,1
2521.936827490455,221.93682749045502,9.649427282193686,2
2471.4980909406463,-50.43873654980871,-1.9999999999999956,3
2422.0681291218334,-49.4299618188129,-2.000000000000007,4
2373.6267665393966,-48.441362582436795,-1.999999999999997,5
2404.231124591193,30.604358051796225,1.289350056345037,6
2527.993233114453,123.76210852325994,5.147679324894522,7
2477.433368452164,-50.559864662288874,-1.9999999999999976,8
2530.054748552039,52.621380099875296,2.124028067513755,9
2479.4536535809984,-50.601094971040766,-2.000000000000006,10
2625.7970601249735,146.3434065439751,5.902244082385482,11
2573.2811189224735,-52.51594120250002,-2.0000000000000084,12
2959.2732867608443,385.99216783837073,15.0,13
2900.087821025628,-59.18546573521644,-1.9999999999999958,14
2842.086064605115,-58.00175642051272,-2.000000000000008,15
2895.193158036555,53.10709343143981,1.8685955394816272,16
2837.2892948758235,-57.90386316073136,-1.9999999999999991,17
2780.543508978307,-56.745785897516726,-2.000000000000002,18
2850.777923589564,70.23441461125731,2.5259239563945783,19
2885.718965190878,34.94104160131383,1.225666906993503,20
2828.0045858870603,-57.71437930381762,-2.000000000000004,21
2771.4444941693187,-56.56009171774167,-2.000000000000009,22
2844.8643282757635,73.4198341064448,2.649154051647378,23
2787.967041710248,-56.897286565515515,-2.0000000000000058,24
2732.207700876043,-55.75934083420498,-1.9999999999999976,25
3142.0388560074493,409.8311551314064,14.999999999999991,26
3079.1980788873,-62.84077712014914,-1.999999999999997,27
3192.3114777035685,113.11339881626827,3.6734693877550932,28
3413.249675945126,220.93819824155753,6.92094740079976,29
3386.1125318784248,-27.13714406670124,-0.7950530035335598,30
3318.390281240856,-67.72225063756878,-2.000000000000005,31
3345.1622883505042,26.772007109648257,0.8067769261799119,32
3846.9366316030796,501.77434325257536,14.999999999999996,33
3769.997898971018,-76.9387326320616,-2.0000000000000053,34
3694.5979409915976,-75.39995797942038,-2.0000000000000027,35
3620.7059821717658,-73.89195881983187,-2.0000000000000013,36
3548.29186252833,-72.4141196434357,-2.000000000000009,37
3477.3260252777636,-70.96583725056644,-2.000000000000004,38
3407.7795047722084,-69.54652050555524,-2.0000000000000053,39
3676.571970144421,268.7924653722125,7.887613180248295,40
3603.040530741532,-73.53143940288874,-2.000000000000008,41
3530.9797201267015,-72.06081061483064,-1.999999999999998,42
3460.3601257241676,-70.61959440253395,-1.9999999999999973,43
3979.4141445827922,519.0540188586247,14.999999999999996,44
3899.825861691136,-79.58828289165604,-1.9999999999999962,45
3821.829344457313,-77.9965172338234,-2.0000000000000075,46
3745.3927575681664,-76.43658688914638,-2.0000000000000058,47
3840.9056387783576,95.51288121019115,2.5501432664756503,48
4262.59767226338,421.6920334850229,10.978974053086796,49
4177.345718818112,-85.25195344526855,-2.0000000000000107,50
4093.7988044417493,-83.54691437636257,-2.0000000000000093,51
4011.922828352914,-81.87597608883516,-2.0000000000000018,52
3931.684371785856,-80.23845656705817,-1.9999999999999991,53
3853.050684350139,-78.63368743571709,-2.000000000000005,54
3775.989670663136,-77.06101368700274,-2.0000000000000013,55
3700.469877249873,-75.51979341326296,-1.9999999999999987,56
4255.540358837354,555.0704815874806,14.999999999999996,57
4280.077273128503,24.536914291149515,0.5765875123283553,58
4194.475727665933,-85.60154546257036,-2.0000000000000107,59
4110.586213112614,-83.8895145533188,-2.00000000000001,60
4272.058127533754,161.47191442113945,3.9281967595290803,61
4912.866846663816,640.8087191300629,14.999999999999986,62
5649.796873663388,736.930026999572,14.999999999999988,63
6497.2664047128965,847.4695310495081,14.999999999999996,64
7471.856365419831,974.5899607069341,14.999999999999996,65
8592.634820232804,1120.778454812974,14.999999999999995,66
9174.813977116586,582.1791568837816,6.775327580696707,67
