capital,pnl_amount,pnl_percent,trade_number
2300.0,299.99999999999983,14.999999999999991,1
2462.46095105866,162.46095105866036,7.063519611246102,2
2424.0417200040597,-38.419231054600516,-1.5601965601965522,3
2310.3870166485576,-113.65470335550198,-4.6886446886447,4
2328.8346932426853,18.447676594127753,0.7984669434685411,5
2322.3930687929956,-6.441624449689753,-0.2766029065257694,6
2377.2681792792437,54.87511048624821,2.3628691983122456,7
2402.7985273425484,25.53034806330465,1.073936389921524,8
2401.4314885445156,-1.3670387980330334,-0.056893608951265405,9
2292.9308697479582,-108.50061879655713,-4.51816424137581,10
2405.3570836197073,112.42621387174893,4.903166308023362,11
2270.290407730257,-135.06667588945052,-5.615244273261711,12
2610.8339688897954,340.5435611595385,15.0,13
2870.1739040299335,259.3399351401382,9.933222036727877,14
2653.0317464020627,-217.14215762787086,-7.565470417070806,15
2688.213601990276,35.18185558821313,1.3261000602772801,16
2599.2232467621484,-88.99035522812777,-3.3103900360537524,17
2556.2714228218706,-42.95182394027764,-1.6524869109947642,18
2541.9981710592388,-14.273251762632025,-0.5583621377293249,19
2543.219991857633,1.2218207983942009,0.04806536890170436,20
2733.6783462419544,190.4583543843214,7.488866672725616,21
2543.9292118111453,-189.7491344308093,-6.941165360279547,22
2681.6593062707334,137.73009445958832,5.414069456812112,23
2617.7421331934875,-63.91717307724596,-2.3834934187121926,24
2633.5043600260556,15.762226832568253,0.6021306160259294,25
3028.5300140299637,395.0256540039081,14.999999999999991,26
3482.809516134458,454.2795021044944,14.999999999999995,27
3664.3311424070857,181.5216262726274,5.211930926216624,28
3850.30919177564,185.9780493685542,5.075361427253157,29
3812.8945264845343,-37.4146652911057,-0.971731448763242,30
3807.41229136378,-5.48223512075434,-0.14378145219267127,31
3791.285696341868,-16.126595021911864,-0.42355788624445156,32
4359.978550793148,568.69285445128,14.999999999999996,33
5013.975333412121,653.9967826189719,14.999999999999991,34
4400.375266549783,-613.6000668623369,-12.237795881711461,35
4219.001485071384,-181.37378147839905,-4.121779859484788,36
4290.509984818357,71.50849974697275,1.6949152542372912,37
4934.08648254111,643.5764977227528,14.999999999999982,38
4764.007960590664,-170.07852195044566,-3.447011367803454,39
4775.570007353976,11.562046763311445,0.24269579016148263,40
4014.23035530267,-761.3396520513055,-15.942382812500005,41
3943.45228495499,-70.77807034767996,-1.7631790924550301,42
3693.035006878628,-250.41727807636204,-6.350204338258407,43
4246.990257910422,553.9552510317941,14.999999999999996,44
3397.592206328338,-849.3980515820839,-19.99999999999999,45
2972.8931805372954,-424.69902579104235,-12.500000000000004,46
2915.3812106447194,-57.51196989257595,-1.9345454545454512,47
2930.8352371194833,15.454026474764078,0.5300859598853801,48
3111.335528340829,180.50029122134606,6.158663883089771,49
2670.7412508592615,-440.5942774815676,-14.160937432438272,50
2136.5930006874096,-534.148250171852,-19.99999999999999,51
2043.580998983144,-93.01200170426559,-4.353285893679361,52
1912.3881447274357,-131.19285425570808,-6.419753086419758,53
1952.4304375733213,40.04229284588563,2.0938371196393653,54
1945.5150995417746,-6.915338031546684,-0.35419126328217704,55
1903.5332112970875,-41.981888244687106,-2.1578803605572148,56
2189.063192991651,285.52998169456305,14.999999999999996,57
2138.741810131741,-50.321382859909725,-2.298763371519611,58
2080.1012900766327,-58.64052005510827,-2.7418232428670835,59
2208.714105262743,128.6128151861104,6.183007327560102,60
2228.3451170970225,19.63101183427952,0.8887982282317278,61
2562.5968846615756,334.25176756455306,14.999999999999986,62
2946.9864173608116,384.38953269923604,14.999999999999988,63
3389.034379964933,442.04796260412166,14.999999999999996,64
3897.389536959673,508.35515699473984,14.999999999999996,65
4481.997967503624,584.6084305439507,14.999999999999995,66
4741.263429989452,259.2654624858281,5.784595717481625,67
5452.452944487869,711.1895144984171,14.999999999999986,68
5405.098264385845,-47.354680102023735,-0.8685023160061697,69
5358.071446176164,-47.02681820968191,-0.8700455738157675,70
6161.782163102587,803.7107169264241,14.999999999999991,71
5745.643249552725,-416.1389135498625,-6.753547959578106,72
5808.053228831238,62.4099792785129,1.0862139636562236,73
6679.261213155923,871.207984324685,14.999999999999988,74
7681.15039512931,1001.8891819733874,14.999999999999986,75
7045.389263854499,-635.7611312748105,-8.276899924755446,76
5994.115772076109,-1051.2734917783903,-14.92143943233654,77
5494.00157414873,-500.11419792737934,-8.34341906202724,78
5587.028692784633,93.02711863590326,1.693248852960465,79
6425.082996702327,838.0543039176947,14.999999999999996,80
5140.066397361862,-1285.0165993404653,-19.999999999999996,81
4112.05311788949,-1028.0132794723725,-20.0,82
4121.77586884088,9.722750951390163,0.2364451691806054,83
3297.4206950727043,-824.3551737681761,-20.0,84
3228.148883546856,-69.27181152584869,-2.1007877954232748,85
3712.3712160788837,484.2223325320281,14.999999999999991,86
3265.4350827076996,-446.93613337118404,-12.039101354827634,87
3418.652808617922,153.21772591022244,4.692107545533389,88
3931.45072991061,512.7979212926882,15.0,89
3145.160583928488,-786.290145982122,-20.0,90
2989.9764441575735,-155.18413977091436,-4.934060936789446,91
3438.4729107812095,448.4964666236359,14.999999999999996,92
3297.022755147195,-141.45015563401464,-4.113749309773612,93
3150.291862137136,-146.73089301005888,-4.450405832989409,94
3204.2454810890563,53.953618951920554,1.7126546146527133,95
3282.7450701538055,78.4995890647493,2.4498618950402307,96
3326.3069476939727,43.56187754016737,1.326995444642504,97
3418.674441464944,92.36749377097098,2.776878238341971,98
2865.3460033701567,-553.3284380947872,-16.18546742513684,99
3295.1479038756797,429.8019005055232,14.999999999999988,100
3510.4636064448932,215.31570256921344,6.534325889164608,101
3232.116085815675,-278.34752062921837,-7.929081507017976,102
3716.933498688026,484.81741287235087,14.999999999999988,103
3832.506484530005,115.57298584197915,3.1093638313080714,104
3555.79641777067,-276.71006675933495,-7.220080849863689,105
3535.0663319559253,-20.730085814744488,-0.582994170058289,106
4065.326281749314,530.2599497933887,14.999999999999996,107
3252.2610253994517,-813.0652563498627,-19.999999999999996,108
3740.1001792093693,487.8391538099175,14.999999999999991,109
4301.115206090774,561.0150268814053,14.999999999999996,110
4303.783805567176,2.668599476401799,0.0620443617186263,111
4391.856929562431,88.07312399525485,2.0464114364045773,112
3513.485543649945,-878.3713859124861,-19.999999999999996,113
4040.5083751974366,527.0228315474914,14.999999999999988,114
3651.6956117655373,-388.81276343189955,-9.622867404968575,115
