symbol,trade_type,first_message_timestamp,capital_before,capital_after,trade_amount,position_size,entry_price,entry_time,exit_price,exit_time,trade_open_price,trade_close_price,trade_open_time,trade_close_time,exit_reason,target_price,stop_price,hold_time_hours,hold_time_minutes,pnl_percent,pnl_amount,profit_target_pct,stop_loss_pct,max_hold_hours,data_points_used,total_data_points,error
VOXEL,LONG,2024-08-20 08:30:14+00:00,4050.311771450421,3969.3055360214125,4050.311771450421,16072.665759723894,0.252,2024-08-20T10:30:00+00:00,0.24695999999999999,2024-08-20T10:35:00+00:00,0.252,0.24695999999999999,2024-08-20T10:30:00+00:00,2024-08-20T10:35:00+00:00,stop_loss_hit,0.2898,0.24695999999999999,0.08,5.0,-2.0,-81.01,15.0,2.0,2.0,2.0,576.0,
BRETT,LONG,2024-08-20 09:00:12+00:00,3969.3055360214125,3889.919425300984,3969.3055360214125,39693.05536021412,0.1,2024-08-20T10:35:00+00:00,0.098,2024-08-20T10:40:00+00:00,0.1,0.098,2024-08-20T10:35:00+00:00,2024-08-20T10:40:00+00:00,stop_loss_hit,0.11499999999999999,0.098,0.08,5.0,-2.0,-79.39,15.0,2.0,2.0,2.0,576.0,
ALPACA,LONG,2024-08-22 08:30:09+00:00,3889.919425300984,3812.1210367949643,3889.919425300984,18637.022926892412,0.20872,2024-08-22T10:30:00+00:00,0.2045456,2024-08-22T10:35:00+00:00,0.20872,0.2045456,2024-08-22T10:30:00+00:00,2024-08-22T10:35:00+00:00,stop_loss_hit,0.24002799999999996,0.2045456,0.08,5.0,-2.0,-77.8,15.0,2.0,2.0,2.0,576.0,
POPCAT,LONG,2024-08-22 11:24:49+00:00,3812.1210367949643,3735.8786160590653,3812.1210367949643,6786.756341098388,0.5617,2024-08-22T13:00:00+00:00,0.550466,2024-08-22T13:05:00+00:00,0.5617,0.550466,2024-08-22T13:00:00+00:00,2024-08-22T13:05:00+00:00,stop_loss_hit,0.645955,0.550466,0.08,5.0,-2.0,-76.24,15.0,2.0,2.0,2.0,576.0,
SUN,LONG,2024-08-22 11:24:49+00:00,3735.8786160590653,3975.3377282559895,3735.8786160590653,175814.32613577417,0.021249,2024-08-22T13:05:00+00:00,0.022611,2024-08-22T15:05:00+00:00,0.021249,0.022611,2024-08-22T13:05:00+00:00,2024-08-22T15:05:00+00:00,time_limit,0.02443635,0.02082402,2.0,120.0,6.41,239.46,15.0,2.0,2.0,25.0,576.0,
VIDT,LONG,2024-08-23 07:30:43+00:00,3975.3377282559895,3895.8309736908695,3975.3377282559895,101931.73662194845,0.039,2024-08-23T09:30:00+00:00,0.03822,2024-08-23T09:35:00+00:00,0.039,0.03822,2024-08-23T09:30:00+00:00,2024-08-23T09:35:00+00:00,stop_loss_hit,0.044849999999999994,0.03822,0.08,5.0,-2.0,-79.51,15.0,2.0,2.0,2.0,576.0,
NULS,LONG,2024-08-26 07:30:08+00:00,3895.8309736908695,3817.9143542170523,3895.8309736908695,7187.880025259907,0.542,2024-08-26T08:30:00+00:00,0.5311600000000001,2024-08-26T08:35:00+00:00,0.542,0.5311600000000001,2024-08-26T08:30:00+00:00,2024-08-26T08:35:00+00:00,stop_loss_hit,0.6233,0.5311600000000001,0.08,5.0,-2.0,-77.92,15.0,2.0,2.0,2.0,576.0,
DOGS,LONG,2024-08-26 07:30:08+00:00,3817.9143542170523,3741.556067132711,3817.9143542170523,2727081.681583609,0.0014,2024-08-26T12:30:00+00:00,0.001372,2024-08-26T12:35:00+00:00,0.0014,0.001372,2024-08-26T12:30:00+00:00,2024-08-26T12:35:00+00:00,stop_loss_hit,0.0016099999999999999,0.001372,0.08,5.0,-2.0,-76.36,15.0,2.0,2.0,2.0,576.0,
MBOX,LONG,2024-08-28 08:30:22+00:00,3741.556067132711,3901.5995058424346,3741.556067132711,21627.491717530123,0.173,2024-08-28T09:30:00+00:00,0.1804,2024-08-28T11:30:00+00:00,0.173,0.1804,2024-08-28T09:30:00+00:00,2024-08-28T11:30:00+00:00,time_limit,0.19894999999999996,0.16954,2.0,120.0,4.28,160.04,15.0,2.0,2.0,25.0,576.0,
CHESS,LONG,2024-08-29 06:30:12+00:00,3901.5995058424346,3823.567515725586,3901.5995058424346,17535.278677943526,0.2225,2024-08-29T07:30:00+00:00,0.21805,2024-08-29T07:35:00+00:00,0.2225,0.21805,2024-08-29T07:30:00+00:00,2024-08-29T07:35:00+00:00,stop_loss_hit,0.25587499999999996,0.21805,0.08,5.0,-2.0,-78.03,15.0,2.0,2.0,2.0,576.0,
FLUX,LONG,2024-09-03 06:00:29+00:00,3823.567515725586,3747.0961654110743,3823.567515725586,5570.4654949382075,0.6864,2024-09-03T07:00:00+00:00,0.672672,2024-09-03T07:10:00+00:00,0.6864,0.672672,2024-09-03T07:00:00+00:00,2024-09-03T07:10:00+00:00,stop_loss_hit,0.78936,0.672672,0.17,10.0,-2.0,-76.47,15.0,2.0,2.0,3.0,576.0,
BSW,LONG,2024-09-05 05:00:15+00:00,3747.0961654110743,3672.154242102853,3747.0961654110743,43570.88564431482,0.086,2024-09-05T06:00:00+00:00,0.08428,2024-09-05T06:05:00+00:00,0.086,0.08428,2024-09-05T06:00:00+00:00,2024-09-05T06:05:00+00:00,stop_loss_hit,0.09889999999999999,0.08428,0.08,5.0,-2.0,-74.94,15.0,2.0,2.0,2.0,576.0,
QUICK,LONG,2024-09-06 04:00:13+00:00,3672.154242102853,3598.711157260796,3672.154242102853,84107.9762277337,0.04366,2024-09-06T05:00:00+00:00,0.0427868,2024-09-06T05:05:00+00:00,0.04366,0.0427868,2024-09-06T05:00:00+00:00,2024-09-06T05:05:00+00:00,stop_loss_hit,0.05020899999999999,0.0427868,0.08,5.0,-2.0,-73.44,15.0,2.0,2.0,2.0,576.0,
NEIROETH,LONG,2024-09-06 13:00:30+00:00,3598.711157260796,3526.73693411558,3598.711157260796,22994.95947131499,0.1565,2024-09-06T14:00:00+00:00,0.15337,2024-09-06T14:05:00+00:00,0.1565,0.15337,2024-09-06T14:00:00+00:00,2024-09-06T14:05:00+00:00,stop_loss_hit,0.179975,0.15337,0.08,5.0,-2.0,-71.97,15.0,2.0,2.0,2.0,576.0,
RPL,LONG,2024-09-09 10:30:20+00:00,3526.73693411558,3456.2021954332686,3526.73693411558,295.619189783368,11.93,2024-09-09T12:30:00+00:00,11.6914,2024-09-09T12:35:00+00:00,11.93,11.6914,2024-09-09T12:30:00+00:00,2024-09-09T12:35:00+00:00,stop_loss_hit,13.719499999999998,11.6914,0.08,5.0,-2.0,-70.53,15.0,2.0,2.0,2.0,576.0,
AERGO,LONG,2024-09-10 10:15:14+00:00,3456.2021954332686,3974.632524748258,3456.2021954332686,10537.20181534533,0.328,2025-04-16T11:00:00+00:00,0.3772,2025-04-16T11:05:00+00:00,0.328,0.3772,2025-04-16T11:00:00+00:00,2025-04-16T11:05:00+00:00,target_hit,0.3772,0.32144,0.08,5.0,15.0,518.43,15.0,2.0,2.0,2.0,576.0,
UXLINK,LONG,2024-09-15 13:04:59+00:00,3974.632524748258,3895.139874253293,3974.632524748258,10191.365448072456,0.39,2024-09-15T15:00:00+00:00,0.3822,2024-09-15T16:10:00+00:00,0.39,0.3822,2024-09-15T15:00:00+00:00,2024-09-15T16:10:00+00:00,stop_loss_hit,0.44849999999999995,0.3822,1.17,70.0,-2.0,-79.49,15.0,2.0,2.0,15.0,576.0,
NEIRO,LONG,2024-09-16 08:30:46+00:00,3895.139874253293,3817.237076768227,3895.139874253293,10956792.895227265,0.0003555,2024-09-16T11:30:00+00:00,0.00034839,2024-09-16T11:35:00+00:00,0.0003555,0.00034839,2024-09-16T11:30:00+00:00,2024-09-16T11:35:00+00:00,stop_loss_hit,0.000408825,0.00034839,0.08,5.0,-2.0,-77.9,15.0,2.0,2.0,2.0,576.0,
1MBABYDOGE,LONG,2024-09-16 08:30:46+00:00,3817.237076768227,3740.892335232862,3817.237076768227,2391003.4931213446,0.0015965,2024-09-16T11:35:00+00:00,0.00156457,2024-09-16T11:40:00+00:00,0.0015965,0.00156457,2024-09-16T11:35:00+00:00,2024-09-16T11:40:00+00:00,stop_loss_hit,0.0018359749999999999,0.00156457,0.08,5.0,-2.0,-76.34,15.0,2.0,2.0,2.0,576.0,
CATI,LONG,2024-09-16 10:30:12+00:00,3740.892335232862,4302.0261855177905,3740.892335232862,3977.134100821669,0.9406,2024-09-20T11:30:00+00:00,1.0816899999999998,2024-09-20T13:00:00+00:00,0.9406,1.0816899999999998,2024-09-20T11:30:00+00:00,2024-09-20T13:00:00+00:00,target_hit,1.0816899999999998,0.9217879999999999,1.5,90.0,15.0,561.13,15.0,2.0,2.0,19.0,576.0,
HMSTR,LONG,2024-09-16 10:30:12+00:00,4302.0261855177905,4215.985661807435,4302.0261855177905,485008.58912263706,0.00887,2024-09-26T12:30:00+00:00,0.0086926,2024-09-26T12:35:00+00:00,0.00887,0.0086926,2024-09-26T12:30:00+00:00,2024-09-26T12:35:00+00:00,stop_loss_hit,0.010200499999999998,0.0086926,0.08,5.0,-2.0,-86.04,15.0,2.0,2.0,2.0,576.0,
KDA,LONG,2024-09-18 11:30:15+00:00,4215.985661807435,4131.665948571285,4215.985661807435,7017.28638782862,0.6008,2024-09-18T13:30:00+00:00,0.588784,2024-09-18T14:50:00+00:00,0.6008,0.588784,2024-09-18T13:30:00+00:00,2024-09-18T14:50:00+00:00,stop_loss_hit,0.69092,0.588784,1.33,80.0,-2.0,-84.32,15.0,2.0,2.0,17.0,576.0,
FIDA,LONG,2024-09-19 10:30:38+00:00,4131.665948571285,4751.415840856978,4131.665948571285,13717.350426863495,0.3012,2024-09-19T12:30:00+00:00,0.34638,2024-09-19T13:05:00+00:00,0.3012,0.34638,2024-09-19T12:30:00+00:00,2024-09-19T13:05:00+00:00,target_hit,0.34638,0.295176,0.58,35.0,15.0,619.75,15.0,2.0,2.0,8.0,576.0,
FIO,LONG,2024-09-20 09:30:24+00:00,4751.415840856978,4656.387524039838,4751.415840856978,9504.732628239604,0.4999,2024-09-20T11:30:00+00:00,0.489902,2024-09-20T11:35:00+00:00,0.4999,0.489902,2024-09-20T11:30:00+00:00,2024-09-20T11:35:00+00:00,stop_loss_hit,0.574885,0.489902,0.08,5.0,-2.0,-95.03,15.0,2.0,2.0,2.0,576.0,
GHST,LONG,2024-09-23 11:00:26+00:00,4656.387524039838,4563.259773559041,4656.387524039838,4014.1271758964126,1.16,2024-09-23T13:00:00+00:00,1.1367999999999998,2024-09-23T14:05:00+00:00,1.16,1.1367999999999998,2024-09-23T13:00:00+00:00,2024-09-23T14:05:00+00:00,stop_loss_hit,1.3339999999999999,1.1367999999999998,1.08,65.0,-2.0,-93.13,15.0,2.0,2.0,14.0,576.0,
LOKA,LONG,2024-09-24 09:30:21+00:00,4563.259773559041,4471.994578087861,4563.259773559041,16338.201838736271,0.2793,2024-09-24T11:30:00+00:00,0.273714,2024-09-24T11:40:00+00:00,0.2793,0.273714,2024-09-24T11:30:00+00:00,2024-09-24T11:40:00+00:00,stop_loss_hit,0.32119499999999995,0.273714,0.17,10.0,-2.0,-91.27,15.0,2.0,2.0,3.0,576.0,
REI,LONG,2024-09-27 09:01:03+00:00,4471.994578087861,4382.554686526103,4471.994578087861,61260.19969983371,0.073,2024-09-27T11:00:00+00:00,0.07153999999999999,2024-09-27T11:05:00+00:00,0.073,0.07153999999999999,2024-09-27T11:00:00+00:00,2024-09-27T11:05:00+00:00,stop_loss_hit,0.08394999999999998,0.07153999999999999,0.08,5.0,-2.0,-89.44,15.0,2.0,2.0,2.0,576.0,
COS,LONG,2024-09-30 10:42:41+00:00,4382.554686526103,4294.903592795581,4382.554686526103,499208.8719132137,0.008779,2024-09-30T13:00:00+00:00,0.00860342,2024-09-30T13:05:00+00:00,0.008779,0.00860342,2024-09-30T13:00:00+00:00,2024-09-30T13:05:00+00:00,stop_loss_hit,0.01009585,0.00860342,0.08,5.0,-2.0,-87.65,15.0,2.0,2.0,2.0,576.0,
DIA,LONG,2024-10-02 10:32:33+00:00,4294.903592795581,4209.00552093967,4294.903592795581,5233.219925424127,0.8207,2024-10-02T12:30:00+00:00,0.804286,2024-10-02T13:10:00+00:00,0.8207,0.804286,2024-10-02T12:30:00+00:00,2024-10-02T13:10:00+00:00,stop_loss_hit,0.9438049999999999,0.804286,0.67,40.0,-2.0,-85.9,15.0,2.0,2.0,9.0,576.0,
CAT,,2024-10-21 10:30:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
GOAT,LONG,2024-10-24 11:34:41+00:00,4209.00552093967,4124.825410520876,4209.00552093967,5481.903517764613,0.7678,2024-10-24T13:30:00+00:00,0.752444,2024-10-24T14:15:00+00:00,0.7678,0.752444,2024-10-24T13:30:00+00:00,2024-10-24T14:15:00+00:00,stop_loss_hit,0.8829699999999999,0.752444,0.75,45.0,-2.0,-84.18,15.0,2.0,2.0,10.0,576.0,
MOODENG,LONG,2024-10-25 08:00:42+00:00,4124.825410520876,4042.3289023104585,4124.825410520876,25085.601231654055,0.16443,2024-10-25T10:00:00+00:00,0.1611414,2024-10-25T10:05:00+00:00,0.16443,0.1611414,2024-10-25T10:00:00+00:00,2024-10-25T10:05:00+00:00,stop_loss_hit,0.18909449999999997,0.1611414,0.08,5.0,-2.0,-82.5,15.0,2.0,2.0,2.0,576.0,
SAFE,LONG,2024-10-25 10:30:11+00:00,4042.3289023104585,3961.482324264249,4042.3289023104585,2438.0753331184915,1.658,2024-10-25T12:30:00+00:00,1.6248399999999998,2024-10-25T12:35:00+00:00,1.658,1.6248399999999998,2024-10-25T12:30:00+00:00,2024-10-25T12:35:00+00:00,stop_loss_hit,1.9066999999999998,1.6248399999999998,0.08,5.0,-2.0,-80.85,15.0,2.0,2.0,2.0,576.0,
SANTOS,LONG,2024-10-28 12:00:14+00:00,3961.482324264249,3882.2526777789644,3961.482324264249,609.4588191175768,6.5,2024-10-28T14:00:00+00:00,6.37,2024-10-28T14:05:00+00:00,6.5,6.37,2024-10-28T14:00:00+00:00,2024-10-28T14:05:00+00:00,stop_loss_hit,7.475,6.37,0.08,5.0,-2.0,-79.23,15.0,2.0,2.0,2.0,576.0,
TROY,LONG,2024-10-31 11:00:13+00:00,3882.2526777789644,3804.6076242233853,3882.2526777789644,1169705.537143406,0.003319,2024-10-31T13:00:00+00:00,0.00325262,2024-10-31T13:05:00+00:00,0.003319,0.00325262,2024-10-31T13:00:00+00:00,2024-10-31T13:05:00+00:00,stop_loss_hit,0.0038168499999999997,0.00325262,0.08,5.0,-2.0,-77.65,15.0,2.0,2.0,2.0,576.0,
PONKE,LONG,2024-11-04 10:30:29+00:00,3804.6076242233853,3728.5154717389173,3804.6076242233853,7601.61363481196,0.5005,2024-11-04T12:30:00+00:00,0.4904899999999999,2024-11-04T12:35:00+00:00,0.5005,0.4904899999999999,2024-11-04T12:30:00+00:00,2024-11-04T12:35:00+00:00,stop_loss_hit,0.5755749999999998,0.4904899999999999,0.08,5.0,-2.0,-76.09,15.0,2.0,2.0,2.0,576.0,
MOG,,2024-11-07 10:29:16+00:00,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
GRASS,LONG,2024-11-08 14:03:10+00:00,3728.5154717389173,3653.9451623041386,3728.5154717389173,1065.2901347825477,3.5,2024-11-08T15:30:00+00:00,3.4299999999999997,2024-11-08T15:35:00+00:00,3.5,3.4299999999999997,2024-11-08T15:30:00+00:00,2024-11-08T15:35:00+00:00,stop_loss_hit,4.0249999999999995,3.4299999999999997,0.08,5.0,-2.0,-74.57,15.0,2.0,2.0,2.0,576.0,
DRIFT,LONG,2024-11-08 14:03:10+00:00,3653.9451623041386,4036.2605255072153,3653.9451623041386,3990.765795439208,0.9156,2024-11-08T15:45:00+00:00,1.0114,2024-11-08T17:45:00+00:00,0.9156,1.0114,2024-11-08T15:45:00+00:00,2024-11-08T17:45:00+00:00,time_limit,1.05294,0.897288,2.0,120.0,10.46,382.32,15.0,2.0,2.0,25.0,576.0,
SWELL,LONG,2024-11-08 14:03:10+00:00,4036.2605255072153,3955.5353149970706,4036.2605255072153,79642.07824599872,0.05068,2024-11-08T16:00:00+00:00,0.0496664,2024-11-08T16:05:00+00:00,0.05068,0.0496664,2024-11-08T16:00:00+00:00,2024-11-08T16:05:00+00:00,stop_loss_hit,0.058282,0.0496664,0.08,5.0,-2.0,-80.73,15.0,2.0,2.0,2.0,576.0,
HIPPO,LONG,2024-11-13 10:30:11+00:00,3955.5353149970706,4548.865612246631,3955.5353149970706,178177.26644130948,0.0222,2024-11-13T12:30:00+00:00,0.02553,2024-11-13T12:45:00+00:00,0.0222,0.02553,2024-11-13T12:30:00+00:00,2024-11-13T12:45:00+00:00,target_hit,0.02553,0.021756,0.25,15.0,15.0,593.33,15.0,2.0,2.0,4.0,576.0,
X,,2024-11-13 10:30:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
DEGEN,LONG,2024-11-15 09:30:21+00:00,4548.865612246631,4457.888300001699,4548.865612246631,145951.3463678452,0.031167,2024-11-15T11:30:00+00:00,0.03054366,2024-11-15T11:35:00+00:00,0.031167,0.03054366,2024-11-15T11:30:00+00:00,2024-11-15T11:35:00+00:00,stop_loss_hit,0.03584205,0.03054366,0.08,5.0,-2.0,-90.98,15.0,2.0,2.0,2.0,576.0,
BAN,LONG,2024-11-18 09:30:20+00:00,4457.888300001699,4368.730534001665,4457.888300001699,13801.51176471114,0.323,2024-11-18T11:30:00+00:00,0.31654,2024-11-18T11:35:00+00:00,0.323,0.31654,2024-11-18T11:30:00+00:00,2024-11-18T11:35:00+00:00,stop_loss_hit,0.37145,0.31654,0.08,5.0,-2.0,-89.16,15.0,2.0,2.0,2.0,576.0,
AKT,LONG,2024-11-18 09:30:20+00:00,4368.730534001665,4281.355923321631,4368.730534001665,1004.7678321070986,4.348,2024-11-18T11:30:00+00:00,4.2610399999999995,2024-11-18T11:35:00+00:00,4.348,4.2610399999999995,2024-11-18T11:30:00+00:00,2024-11-18T11:35:00+00:00,stop_loss_hit,5.0001999999999995,4.2610399999999995,0.08,5.0,-2.0,-87.37,15.0,2.0,2.0,2.0,576.0,
SLERF,LONG,2024-11-21 09:30:10+00:00,4281.355923321631,4195.728804855198,4281.355923321631,10145.393183226613,0.422,2024-11-21T11:30:00+00:00,0.41356,2024-11-21T11:35:00+00:00,0.422,0.41356,2024-11-21T11:30:00+00:00,2024-11-21T11:35:00+00:00,stop_loss_hit,0.48529999999999995,0.41356,0.08,5.0,-2.0,-85.63,15.0,2.0,2.0,2.0,576.0,
SCRT,LONG,2024-11-21 09:30:10+00:00,4195.728804855198,4262.761158542234,4195.728804855198,12413.398830932538,0.338,2024-11-21T11:30:00+00:00,0.3434,2024-11-21T13:30:00+00:00,0.338,0.3434,2024-11-21T11:30:00+00:00,2024-11-21T13:30:00+00:00,time_limit,0.3887,0.33124000000000003,2.0,120.0,1.6,67.03,15.0,2.0,2.0,25.0,576.0,
WHY,,2024-11-25 09:35:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
CHEEMS,,2024-11-25 09:35:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
MORPHO,LONG,2024-11-27 12:31:44+00:00,4262.761158542234,4902.175332323568,4262.761158542234,3143.629172966249,1.356,2024-11-27T14:30:00+00:00,1.5594,2024-11-27T16:00:00+00:00,1.356,1.5594,2024-11-27T14:30:00+00:00,2024-11-27T16:00:00+00:00,target_hit,1.5594,1.32888,1.5,90.0,15.0,639.41,15.0,2.0,2.0,19.0,576.0,
CHILLGUY,LONG,2024-11-27 12:31:44+00:00,4902.175332323568,4804.1318256770965,4902.175332323568,7818.4614550615115,0.627,2024-11-27T14:45:00+00:00,0.61446,2024-11-27T14:50:00+00:00,0.627,0.61446,2024-11-27T14:45:00+00:00,2024-11-27T14:50:00+00:00,stop_loss_hit,0.72105,0.61446,0.08,5.0,-2.0,-98.04,15.0,2.0,2.0,2.0,576.0,
KAIA,LONG,2024-12-04 12:03:46+00:00,4804.1318256770965,4708.049189163554,4804.1318256770965,12862.468074101998,0.3735,2024-12-04T14:00:00+00:00,0.36602999999999997,2024-12-04T14:05:00+00:00,0.3735,0.36602999999999997,2024-12-04T14:00:00+00:00,2024-12-04T14:05:00+00:00,stop_loss_hit,0.429525,0.36602999999999997,0.08,5.0,-2.0,-96.08,15.0,2.0,2.0,2.0,576.0,
AERO,LONG,2024-12-04 12:03:46+00:00,4708.049189163554,4613.888205380283,4708.049189163554,2526.4551591969703,1.8635,2024-12-04T14:15:00+00:00,1.8262299999999998,2024-12-04T14:45:00+00:00,1.8635,1.8262299999999998,2024-12-04T14:15:00+00:00,2024-12-04T14:45:00+00:00,stop_loss_hit,2.1430249999999997,1.8262299999999998,0.5,30.0,-2.0,-94.16,15.0,2.0,2.0,7.0,576.0,
ACX,LONG,2024-12-06 12:39:13+00:00,4613.888205380283,5305.971436187325,4613.888205380283,4160.404152732446,1.109,2024-12-06T15:00:00+00:00,1.27535,2024-12-06T16:00:00+00:00,1.109,1.27535,2024-12-06T15:00:00+00:00,2024-12-06T16:00:00+00:00,target_hit,1.27535,1.08682,1.0,60.0,15.0,692.08,15.0,2.0,2.0,13.0,576.0,
ORCA,LONG,2024-12-06 12:39:13+00:00,5305.971436187325,5199.852007463578,5305.971436187325,712.3065426483186,7.449,2024-12-06T15:00:00+00:00,7.30002,2024-12-06T15:05:00+00:00,7.449,7.30002,2024-12-06T15:00:00+00:00,2024-12-06T15:05:00+00:00,stop_loss_hit,8.56635,7.30002,0.08,5.0,-2.0,-106.12,15.0,2.0,2.0,2.0,576.0,
MOVE,LONG,2024-12-09 12:09:20+00:00,5199.852007463578,5979.829808583115,5199.852007463578,8616.15908444669,0.6035,2024-12-09T14:00:00+00:00,0.694025,2024-12-09T14:20:00+00:00,0.6035,0.694025,2024-12-09T14:00:00+00:00,2024-12-09T14:20:00+00:00,target_hit,0.694025,0.59143,0.33,20.0,15.0,779.98,15.0,2.0,2.0,5.0,576.0,
RAY,LONG,2024-12-10 09:19:48+00:00,5979.829808583115,5988.46891127479,5979.829808583115,785.3729719704643,7.614,2021-08-20T03:30:00+00:00,7.625,2021-08-20T05:30:00+00:00,7.614,7.625,2021-08-20T03:30:00+00:00,2021-08-20T05:30:00+00:00,time_limit,8.7561,7.46172,2.0,120.0,0.14,8.64,15.0,2.0,2.0,25.0,576.0,
KOMA,LONG,2024-12-10 09:19:48+00:00,5988.46891127479,6886.739247966008,5988.46891127479,46436.63857998442,0.12896,2024-12-10T12:15:00+00:00,0.148304,2024-12-10T12:20:00+00:00,0.12896,0.148304,2024-12-10T12:15:00+00:00,2024-12-10T12:20:00+00:00,target_hit,0.148304,0.1263808,0.08,5.0,15.0,898.27,15.0,2.0,2.0,2.0,576.0,
