capital,pnl_amount,pnl_percent,trade_number
20665.164469162482,-421.738050391072,-2.0000000000000044,115
23764.939139536855,3099.774670374371,14.999999999999995,116
27329.680010467382,3564.7408709305255,14.999999999999988,117
26783.086410258034,-546.5936002093481,-2.0000000000000018,118
26247.42468205287,-535.6617282051616,-2.0000000000000036,119
25722.476188411816,-524.9484936410569,-1.999999999999998,120
29580.847616673585,3858.3714282617693,14.999999999999988,121
28989.230664340113,-591.6169523334722,-2.0000000000000018,122
28409.44605105331,-579.784613286804,-2.0000000000000058,123
32670.862958711303,4261.416907657992,14.999999999999986,124
33375.23276855072,704.3698098394192,2.1559571619812608,125
32707.728113179706,-667.504655371014,-1.9999999999999991,126
32053.57355091611,-654.154562263595,-2.0000000000000027,127
31412.502079897786,-641.0714710183221,-1.9999999999999998,128
30784.25203829983,-628.2500415979558,-2.0000000000000004,129
30168.56699753383,-615.6850407659977,-2.0000000000000036,130
29565.195657583154,-603.3713399506761,-1.9999999999999982,131
28973.89174443149,-591.3039131516646,-2.000000000000005,132
33319.97550609621,4346.08376166472,14.999999999999988,133
36981.04164763821,3661.0661415419945,10.987601539119279,134
36241.42081468544,-739.6208329527652,-2.0000000000000027,135
41677.633936888255,5436.21312220281,14.999999999999982,136
47929.27902742149,6251.645090533236,14.999999999999995,137
46970.69344687306,-958.58558054843,-2.0000000000000004,138
46031.2795779356,-939.4138689374629,-2.0000000000000036,139
45110.65398637689,-920.6255915587134,-2.0000000000000027,140
51877.25208433342,6766.598097956532,14.999999999999996,141
50839.70704264675,-1037.54504168667,-2.0000000000000027,142
49822.91290179381,-1016.7941408529376,-2.0000000000000053,143
57296.34983706288,7473.43693526907,14.999999999999996,144
65890.80231262231,8594.452475559425,14.999999999999988,145
64572.986266369866,-1317.8160462524438,-1.9999999999999962,146
63281.52654104246,-1291.4597253274012,-2.0000000000000058,147
72773.75552219883,9492.228981156364,14.999999999999991,148
83689.81885052865,10916.063328329821,14.999999999999996,149
96243.29167810794,12553.472827579286,14.999999999999986,150
94318.42584454578,-1924.8658335621594,-2.000000000000001,151
92432.05732765487,-1886.368516890914,-1.9999999999999982,152
106296.86592680309,13864.808599148215,14.999999999999982,153
114873.47214448726,8576.60621768416,8.06854100815172,154
122917.2130535074,8043.740909020138,7.00226149593769,155
141354.79501153348,18437.581958026098,14.999999999999991,156
138527.69911130282,-2827.095900230666,-1.9999999999999973,157
159306.85397799825,20779.15486669542,14.999999999999996,158
156120.7168984383,-3186.1370795599782,-2.0000000000000084,159
156860.62550933138,739.9086108930895,0.47393364928911047,160
170915.07908225807,14054.453572926692,8.959835221421207,161
178667.7374101528,7752.658327894731,4.535970945058352,162
196993.09832337836,18325.36091322558,10.256670386527345,163
193053.2363569108,-3939.8619664675634,-1.999999999999998,164
222011.2218104474,28957.985453536585,14.99999999999998,165
217570.99737423845,-4440.224436208968,-2.000000000000009,166
213219.57742675365,-4351.419947484786,-2.0000000000000075,167
208955.18587821856,-4264.391548535088,-2.000000000000007,168
204776.0821606542,-4179.103717564383,-2.0000000000000058,169
200680.5605174411,-4095.5216432130874,-2.0000000000000018,170
196666.94930709226,-4013.611210348834,-2.0000000000000058,171
226166.9917031561,29500.04239606382,14.999999999999991,172
221643.65186909295,-4523.339834063136,-2.0000000000000058,173
217210.7788317111,-4432.8730373818635,-2.000000000000002,174
212866.56325507688,-4344.21557663422,-1.9999999999999993,175
208609.23198997535,-4257.331265101541,-2.0000000000000018,176
